"id","zeeid","zipcode","type"
"3842","1330","90211","POL"
"3843","1330","90212","POL"
"3844","1330","91404","POL"
"3845","1330","91407","POL"
"3846","1330","91408","POL"
"3847","1330","91411","POL"
"3848","1330","91423","POL"
"3849","1330","91602","POL"
"3850","1330","91604","POL"
"3851","1330","91610","POL"
"3852","1330","91614","POL"
"3853","1330","90077","POL"
"3854","1330","91316","POL"
"3855","1330","91356","POL"
"3856","1330","91357","POL"
"3857","1330","91403","POL"
"3858","1330","91413","POL"
"3859","1330","91416","POL"
"3860","1330","91436","POL"
"3861","1331","33427","POL"
"3862","1331","33428","POL"
"3863","1331","33429","POL"
"3864","1331","33432","POL"
"3865","1331","33433","POL"
"3866","1331","33486","POL"
"3867","1331","33488","POL"
"3868","1331","33497","POL"
"3869","1331","33498","POL"
"3870","1331","33073","POL"
"3871","1331","33097","POL"
"3872","1331","33441","POL"
"3873","1331","33442","POL"
"3874","1331","33443","POL"
"3875","1332","63013","POL"
"3876","1332","63014","POL"
"3877","1332","63015","POL"
"3878","1332","63016","POL"
"3879","1332","63023","POL"
"3880","1332","63025","POL"
"3881","1332","63037","POL"
"3882","1332","63038","POL"
"3883","1332","63039","POL"
"3884","1332","63041","POL"
"3885","1332","63051","POL"
"3886","1332","63055","POL"
"3887","1332","63056","POL"
"3888","1332","63060","POL"
"3889","1332","63061","POL"
"3890","1332","63066","POL"
"3891","1332","63068","POL"
"3892","1332","63069","POL"
"3893","1332","63071","POL"
"3894","1332","63073","POL"
"3895","1332","63090","POL"
"3896","1332","63091","POL"
"3897","1332","63332","POL"
"3898","1332","63341","POL"
"3899","1332","63342","POL"
"3900","1332","63357","POL"
"3901","1332","63378","POL"
"3902","1332","65013","POL"
"3903","1332","65014","POL"
"3904","1332","65066","POL"
"3905","1332","65449","POL"
"3906","1332","65462","POL"
"3907","1332","65565","POL"
"3908","1332","65580","POL"
"3909","1332","65586","POL"
"3910","1332","63072","POL"
"3911","1332","63077","POL"
"3912","1332","63080","POL"
"3913","1332","63084","POL"
"3914","1332","63089","POL"
"3915","1332","65401","POL"
"3916","1332","65402","POL"
"3917","1332","65409","POL"
"3918","1332","65441","POL"
"3919","1332","65453","POL"
"3920","1332","65535","POL"
"3921","1332","65559","POL"
"3922","1335","78212","POL"
"3923","1335","78213","POL"
"3924","1335","78240","POL"
"3925","1335","78201","POL"
"3926","1335","78229","POL"
"3927","1335","78238","POL"
"3928","1335","78268","POL"
"3929","1336","73065","POL"
"3930","1336","73069","POL"
"3931","1336","73097","POL"
"3932","1336","73108","POL"
"3933","1336","73119","POL"
"3934","1336","73139","POL"
"3935","1336","73144","POL"
"3936","1336","73148","POL"
"3937","1336","73159","POL"
"3938","1336","73165","POL"
"3939","1336","73169","POL"
"3940","1336","73173","POL"
"3941","1336","73179","POL"
"3942","1336","73189","POL"
"3943","1336","73195","POL"
"3944","1336","74857","POL"
"3945","1336","73019","POL"
"3946","1336","73026","POL"
"3947","1336","73070","POL"
"3948","1336","73071","POL"
"3949","1336","73072","POL"
"3950","1337","80917","POL"
"3951","1337","80918","POL"
"3952","1337","80919","POL"
"3953","1337","80922","POL"
"3954","1337","80936","POL"
"3955","1337","80949","POL"
"3956","1337","80901","POL"
"3957","1337","80903","POL"
"3958","1337","80907","POL"
"3959","1337","80909","POL"
"3960","1337","80915","POL"
"3961","1337","80932","POL"
"3962","1337","80933","POL"
"3963","1337","80946","POL"
"3964","1337","80947","POL"
"3965","1337","80950","POL"
"3966","1337","80970","POL"
"3967","1337","80977","POL"
"3968","1338","63006","POL"
"3969","1338","63017","POL"
"3970","1338","63043","POL"
"3971","1338","63045","POL"
"3972","1338","63146","POL"
"3973","1338","63376","POL"
"3974","1338","63301","POL"
"3975","1338","63302","POL"
"3976","1338","63303","POL"
"3977","1339","90004","POL"
"3978","1339","90020","POL"
"3979","1339","90029","POL"
"3980","1339","90012","POL"
"3981","1339","90026","POL"
"3982","1339","90053","POL"
"3983","1339","90086","POL"
"3984","1340","97071","POL"
"3985","1340","97302","POL"
"3986","1340","97304","POL"
"3987","1340","97305","POL"
"3988","1340","97026","POL"
"3989","1340","97301","POL"
"3990","1340","97303","POL"
"3991","1340","97307","POL"
"3992","1340","97308","POL"
"3993","1340","97309","POL"
"3994","1340","97311","POL"
"3995","1340","97314","POL"
"3996","1341","07006","POL"
"3997","1341","07007","POL"
"3998","1341","07021","POL"
"3999","1341","07041","POL"
"4000","1341","07044","POL"
"4001","1341","07068","POL"
"4002","1341","07078","POL"
"4003","1341","07932","POL"
"4004","1341","07936","POL"
"4005","1341","07981","POL"
"4006","1341","07999","POL"
"4007","1341","07039","POL"
"4008","1341","07050","POL"
"4009","1341","07051","POL"
"4010","1341","07052","POL"
"4011","1342","92606","POL"
"4012","1342","92617","POL"
"4013","1342","92658","POL"
"4014","1342","92660","POL"
"4015","1342","92661","POL"
"4016","1342","92662","POL"
"4017","1342","92663","POL"
"4018","1342","92697","POL"
"4019","1342","92707","POL"
"4020","1342","92612","POL"
"4021","1342","92614","POL"
"4022","1342","92616","POL"
"4023","1342","92623","POL"
"4024","1342","92626","POL"
"4025","1345","43004","POL"
"4026","1345","43018","POL"
"4027","1345","43062","POL"
"4028","1345","43073","POL"
"4029","1345","43109","POL"
"4030","1345","43110","POL"
"4031","1345","43125","POL"
"4032","1345","43136","POL"
"4033","1345","43195","POL"
"4034","1345","43232","POL"
"4035","1345","43068","POL"
"4036","1345","43147","POL"
"4037","1346","20812","POL"
"4038","1346","20814","POL"
"4039","1346","20817","POL"
"4040","1346","20818","POL"
"4041","1346","20827","POL"
"4042","1346","20874","POL"
"4043","1346","20875","POL"
"4044","1346","20889","POL"
"4045","1346","20892","POL"
"4046","1346","20894","POL"
"4047","1346","20899","POL"
"4048","1346","20854","POL"
"4049","1346","20859","POL"
"4050","1346","20878","POL"
"4051","1346","20883","POL"
"4052","1346","20885","POL"
"4053","1347","46032","POL"
"4054","1347","46074","POL"
"4055","1347","46077","POL"
"4056","1347","46082","POL"
"4057","1347","46240","POL"
"4058","1347","46280","POL"
"4059","1347","46290","POL"
"4060","1347","46030","POL"
"4061","1347","46031","POL"
"4062","1347","46034","POL"
"4063","1347","46060","POL"
"4064","1347","46061","POL"
"4065","1347","46062","POL"
"4066","1347","46069","POL"
"4067","1348","32901","POL"
"4068","1348","32902","POL"
"4069","1348","32903","POL"
"4070","1348","32904","POL"
"4071","1348","32912","POL"
"4072","1348","32919","POL"
"4073","1348","32934","POL"
"4074","1348","32951","POL"
"4075","1348","32905","POL"
"4076","1348","32906","POL"
"4077","1348","32907","POL"
"4078","1348","32908","POL"
"4079","1348","32909","POL"
"4080","1348","32910","POL"
"4081","1348","32911","POL"
"4082","1348","32949","POL"
"4083","1348","32950","POL"
"4084","1348","32957","POL"
"4085","1348","32958","POL"
"4086","1348","32976","POL"
"4087","1348","32978","POL"
"4088","1349","07010","POL"
"4089","1349","07020","POL"
"4090","1349","07022","POL"
"4091","1349","07024","POL"
"4092","1349","07605","POL"
"4093","1349","07631","POL"
"4094","1349","07632","POL"
"4095","1349","07650","POL"
"4096","1349","07670","POL"
"4097","1349","07047","POL"
"4098","1349","07094","POL"
"4099","1349","07096","POL"
"4100","1349","07657","POL"
"4101","1349","07660","POL"
"4102","1350","44033","POL"
"4103","1350","44040","POL"
"4104","1350","44046","POL"
"4105","1350","44062","POL"
"4106","1350","44099","POL"
"4107","1350","44202","POL"
"4108","1350","44211","POL"
"4109","1350","44234","POL"
"4110","1350","44240","POL"
"4111","1350","44241","POL"
"4112","1350","44242","POL"
"4113","1350","44243","POL"
"4114","1350","44255","POL"
"4115","1350","44266","POL"
"4116","1350","44021","POL"
"4117","1350","44022","POL"
"4118","1350","44023","POL"
"4119","1350","44026","POL"
"4120","1350","44065","POL"
"4121","1350","44072","POL"
"4122","1350","44073","POL"
"4123","1350","44124","POL"
"4124","1351","37701","POL"
"4125","1351","37804","POL"
"4126","1351","37853","POL"
"4127","1351","37865","POL"
"4128","1351","37914","POL"
"4129","1351","37915","POL"
"4130","1351","37919","POL"
"4131","1351","37933","POL"
"4132","1351","37934","POL"
"4133","1351","37939","POL"
"4134","1351","37998","POL"
"4135","1351","37777","POL"
"4136","1351","37920","POL"
"4137","1351","37922","POL"
"4138","1351","37940","POL"
"4139","1352","37201","POL"
"4140","1352","37202","POL"
"4141","1352","37203","POL"
"4142","1352","37204","POL"
"4143","1352","37205","POL"
"4144","1352","37208","POL"
"4145","1352","37209","POL"
"4146","1352","37212","POL"
"4147","1352","37213","POL"
"4148","1352","37219","POL"
"4149","1352","37228","POL"
"4150","1352","37230","POL"
"4151","1352","37235","POL"
"4152","1352","37240","POL"
"4153","1352","37241","POL"
"4154","1352","37242","POL"
"4155","1352","37243","POL"
"4156","1352","37244","POL"
"4157","1352","37246","POL"
"4158","1352","37250","POL"
"4159","1352","37189","POL"
"4160","1352","37206","POL"
"4161","1352","37207","POL"
"4162","1352","37210","POL"
"4163","1352","37218","POL"
"4164","1352","37224","POL"
"4165","1353","27502","POL"
"4166","1353","27518","POL"
"4167","1353","27519","POL"
"4168","1353","27523","POL"
"4169","1353","27539","POL"
"4170","1353","27540","POL"
"4171","1353","27511","POL"
"4172","1353","27605","POL"
"4173","1353","27606","POL"
"4174","1353","27627","POL"
"4175","1355","30288","POL"
"4176","1355","30297","POL"
"4177","1355","30298","POL"
"4178","1355","30304","POL"
"4179","1355","30315","POL"
"4180","1355","30320","POL"
"4181","1355","30321","POL"
"4182","1355","30348","POL"
"4183","1355","30353","POL"
"4184","1355","30354","POL"
"4185","1355","30368","POL"
"4186","1355","30374","POL"
"4187","1355","30375","POL"
"4188","1355","30380","POL"
"4189","1355","30384","POL"
"4190","1355","30385","POL"
"4191","1355","30388","POL"
"4192","1355","30392","POL"
"4193","1355","30394","POL"
"4194","1355","30396","POL"
"4195","1355","30398","POL"
"4196","1355","31192","POL"
"4197","1355","31193","POL"
"4198","1355","39901","POL"
"4199","1355","30236","POL"
"4200","1355","30237","POL"
"4201","1355","30260","POL"
"4202","1355","30274","POL"
"4203","1355","30287","POL"
"4204","1355","30344","POL"
"4205","1355","30364","POL"
"4206","1356","33702","POL"
"4207","1356","33713","POL"
"4208","1356","33716","POL"
"4209","1356","33729","POL"
"4210","1356","33730","POL"
"4211","1356","33732","POL"
"4212","1356","33733","POL"
"4213","1356","33742","POL"
"4214","1356","33760","POL"
"4215","1356","33762","POL"
"4216","1356","33769","POL"
"4217","1356","33782","POL"
"4218","1356","33784","POL"
"4219","1356","33701","POL"
"4220","1356","33703","POL"
"4221","1356","33704","POL"
"4222","1356","33705","POL"
"4223","1356","33714","POL"
"4224","1356","33731","POL"
"4225","1356","33734","POL"
"4226","1357","93254","POL"
"4227","1357","93427","POL"
"4228","1357","93429","POL"
"4229","1357","93436","POL"
"4230","1357","93437","POL"
"4231","1357","93438","POL"
"4232","1357","93440","POL"
"4233","1357","93441","POL"
"4234","1357","93454","POL"
"4235","1357","93455","POL"
"4236","1357","93456","POL"
"4237","1357","93457","POL"
"4238","1357","93463","POL"
"4239","1357","93464","POL"
"4240","1357","93434","POL"
"4241","1357","93444","POL"
"4242","1357","93458","POL"
"4243","1359","11554","POL"
"4244","1359","11560","POL"
"4245","1359","11590","POL"
"4246","1359","11709","POL"
"4247","1359","11747","POL"
"4248","1359","11765","POL"
"4249","1359","11803","POL"
"4250","1359","11542","POL"
"4251","1359","11545","POL"
"4252","1359","11732","POL"
"4253","1359","11753","POL"
"4254","1359","11771","POL"
"4255","1359","11791","POL"
"4256","1359","11797","POL"
"4257","1359","11853","POL"
"4258","1360","75014","POL"
"4259","1360","75039","POL"
"4260","1360","75229","POL"
"4261","1360","75230","POL"
"4262","1360","75234","POL"
"4263","1360","75244","POL"
"4264","1360","75254","POL"
"4265","1360","75367","POL"
"4266","1360","75381","POL"
"4267","1360","75205","POL"
"4268","1360","75209","POL"
"4269","1360","75220","POL"
"4270","1360","75225","POL"
"4271","1360","75354","POL"
"4272","1360","75378","POL"
"4273","1361","77450","POL"
"4274","1361","77492","POL"
"4275","1361","77494","POL"
"4276","1361","77082","POL"
"4277","1362","55343","POL"
"4278","1362","55410","POL"
"4279","1362","55419","POL"
"4280","1362","55424","POL"
"4281","1362","55425","POL"
"4282","1362","55435","POL"
"4283","1362","55436","POL"
"4284","1362","55438","POL"
"4285","1362","55439","POL"
"4286","1362","55420","POL"
"4287","1362","55423","POL"
"4288","1362","55431","POL"
"4289","1362","55437","POL"
"4290","1363","00601","POL"
"4291","1363","00611","POL"
"4292","1363","00612","POL"
"4293","1363","00613","POL"
"4294","1363","00614","POL"
"4295","1363","00616","POL"
"4296","1363","00617","POL"
"4297","1363","00631","POL"
"4298","1363","00638","POL"
"4299","1363","00641","POL"
"4300","1363","00646","POL"
"4301","1363","00650","POL"
"4302","1363","00652","POL"
"4303","1363","00659","POL"
"4304","1363","00664","POL"
"4305","1363","00674","POL"
"4306","1363","00687","POL"
"4307","1363","00688","POL"
"4308","1363","00692","POL"
"4309","1363","00693","POL"
"4310","1363","00694","POL"
"4311","1363","00719","POL"
"4312","1363","00720","POL"
"4313","1363","00783","POL"
"4314","1363","00901","POL"
"4315","1363","00902","POL"
"4316","1363","00906","POL"
"4317","1363","00907","POL"
"4318","1363","00908","POL"
"4319","1363","00909","POL"
"4320","1363","00910","POL"
"4321","1363","00911","POL"
"4322","1363","00912","POL"
"4323","1363","00913","POL"
"4324","1363","00914","POL"
"4325","1363","00915","POL"
"4326","1363","00916","POL"
"4327","1363","00917","POL"
"4328","1363","00918","POL"
"4329","1363","00919","POL"
"4330","1363","00920","POL"
"4331","1363","00921","POL"
"4332","1363","00922","POL"
"4333","1363","00923","POL"
"4334","1363","00924","POL"
"4335","1363","00925","POL"
"4336","1363","00926","POL"
"4337","1363","00927","POL"
"4338","1363","00928","POL"
"4339","1363","00929","POL"
"4340","1363","00930","POL"
"4341","1363","00931","POL"
"4342","1363","00934","POL"
"4343","1363","00936","POL"
"4344","1363","00937","POL"
"4345","1363","00940","POL"
"4346","1363","00949","POL"
"4347","1363","00950","POL"
"4348","1363","00951","POL"
"4349","1363","00952","POL"
"4350","1363","00953","POL"
"4351","1363","00954","POL"
"4352","1363","00956","POL"
"4353","1363","00957","POL"
"4354","1363","00958","POL"
"4355","1363","00959","POL"
"4356","1363","00960","POL"
"4357","1363","00961","POL"
"4358","1363","00962","POL"
"4359","1363","00963","POL"
"4360","1363","00965","POL"
"4361","1363","00966","POL"
"4362","1363","00968","POL"
"4363","1363","00969","POL"
"4364","1363","00970","POL"
"4365","1363","00971","POL"
"4366","1364","34113","POL"
"4367","1364","34114","POL"
"4368","1364","34138","POL"
"4369","1364","34139","POL"
"4370","1364","34140","POL"
"4371","1364","34141","POL"
"4372","1364","34142","POL"
"4373","1364","34143","POL"
"4374","1364","34145","POL"
"4375","1364","34146","POL"
"4376","1365","70707","POL"
"4377","1365","70718","POL"
"4378","1365","70725","POL"
"4379","1365","70728","POL"
"4380","1365","70734","POL"
"4381","1365","70737","POL"
"4382","1365","70738","POL"
"4383","1365","70769","POL"
"4384","1365","70774","POL"
"4385","1365","70778","POL"
"4386","1365","70817","POL"
"4387","1365","70806","POL"
"4388","1365","70809","POL"
"4389","1365","70816","POL"
"4390","1365","70822","POL"
"4391","1365","70823","POL"
"4392","1365","70833","POL"
"4393","1365","70835","POL"
"4394","1365","70836","POL"
"4395","1365","70873","POL"
"4396","1365","70879","POL"
"4397","1365","70894","POL"
"4398","1365","70896","POL"
"4399","1367","07715","POL"
"4400","1367","07719","POL"
"4401","1367","07762","POL"
"4402","1367","08723","POL"
"4403","1367","08724","POL"
"4404","1367","08730","POL"
"4405","1367","08735","POL"
"4406","1367","08736","POL"
"4407","1367","08738","POL"
"4408","1367","08739","POL"
"4409","1367","08742","POL"
"4410","1367","08750","POL"
"4411","1367","08751","POL"
"4412","1367","08752","POL"
"4413","1367","08732","POL"
"4414","1367","08753","POL"
"4415","1367","08754","POL"
"4416","1367","08755","POL"
"4417","1367","08756","POL"
"4418","1368","92506","POL"
"4419","1368","92551","POL"
"4420","1368","92552","POL"
"4421","1368","92553","POL"
"4422","1368","92554","POL"
"4423","1368","92556","POL"
"4424","1368","92504","POL"
"4425","1368","92508","POL"
"4426","1368","92518","POL"
"4427","1369","33608","POL"
"4428","1369","33609","POL"
"4429","1369","33611","POL"
"4430","1369","33614","POL"
"4431","1369","33616","POL"
"4432","1369","33621","POL"
"4433","1369","33629","POL"
"4434","1369","33679","POL"
"4435","1369","33681","POL"
"4436","1369","33684","POL"
"4437","1369","33607","POL"
"4438","1369","33615","POL"
"4439","1369","33622","POL"
"4440","1369","33623","POL"
"4441","1369","33630","POL"
"4442","1369","33631","POL"
"4443","1369","33633","POL"
"4444","1369","33634","POL"
"4445","1369","33635","POL"
"4446","1369","33650","POL"
"4447","1369","33655","POL"
"4448","1369","33660","POL"
"4449","1369","33664","POL"
"4450","1369","33677","POL"
"4451","1369","33685","POL"
"4452","1369","33686","POL"
"4453","1370","91913","POL"
"4454","1370","91914","POL"
"4455","1370","91915","POL"
"4456","1370","91921","POL"
"4457","1370","91942","POL"
"4458","1370","91902","POL"
"4459","1370","91908","POL"
"4460","1370","91941","POL"
"4461","1370","91943","POL"
"4462","1370","91944","POL"
"4463","1370","91976","POL"
"4464","1370","91977","POL"
"4465","1370","91979","POL"
"4466","1370","92175","POL"
"4467","1370","92195","POL"
"4468","1371","17001","POL"
"4469","1371","17011","POL"
"4470","1371","17036","POL"
"4471","1371","17055","POL"
"4472","1371","17070","POL"
"4473","1371","17089","POL"
"4474","1371","17106","POL"
"4475","1371","17107","POL"
"4476","1371","17110","POL"
"4477","1371","17113","POL"
"4478","1371","17126","POL"
"4479","1371","17127","POL"
"4480","1371","17129","POL"
"4481","1371","17140","POL"
"4482","1371","17043","POL"
"4483","1371","17101","POL"
"4484","1371","17102","POL"
"4485","1371","17103","POL"
"4486","1371","17104","POL"
"4487","1371","17105","POL"
"4488","1371","17108","POL"
"4489","1371","17109","POL"
"4490","1371","17111","POL"
"4491","1371","17120","POL"
"4492","1371","17121","POL"
"4493","1371","17122","POL"
"4494","1371","17123","POL"
"4495","1371","17124","POL"
"4496","1371","17125","POL"
"4497","1371","17128","POL"
"4498","1372","85212","POL"
"4499","1372","85295","POL"
"4500","1372","85298","POL"
"4501","1372","85127","POL"
"4502","1372","85142","POL"
"4503","1372","85297","POL"
"4504","1374","10910","POL"
"4505","1374","10912","POL"
"4506","1374","10916","POL"
"4507","1374","10917","POL"
"4508","1374","10919","POL"
"4509","1374","10926","POL"
"4510","1374","10930","POL"
"4511","1374","10932","POL"
"4512","1374","10949","POL"
"4513","1374","10950","POL"
"4514","1374","10959","POL"
"4515","1374","10963","POL"
"4516","1374","10973","POL"
"4517","1374","10985","POL"
"4518","1374","10990","POL"
"4519","1374","10992","POL"
"4520","1374","12420","POL"
"4521","1374","12549","POL"
"4522","1374","12566","POL"
"4523","1374","12588","POL"
"4524","1374","12721","POL"
"4525","1374","12781","POL"
"4526","1374","12790","POL"
"4527","1374","10914","POL"
"4528","1374","10918","POL"
"4529","1374","10921","POL"
"4530","1374","10924","POL"
"4531","1374","10940","POL"
"4532","1374","10941","POL"
"4533","1374","10958","POL"
"4534","1374","10981","POL"
"4535","1375","07011","POL"
"4536","1375","07015","POL"
"4537","1375","07057","POL"
"4538","1375","07407","POL"
"4539","1375","07501","POL"
"4540","1375","07503","POL"
"4541","1375","07504","POL"
"4542","1375","07505","POL"
"4543","1375","07509","POL"
"4544","1375","07510","POL"
"4545","1375","07513","POL"
"4546","1375","07533","POL"
"4547","1375","07543","POL"
"4548","1375","07544","POL"
"4549","1375","07026","POL"
"4550","1375","07055","POL"
"4551","1376","80122","POL"
"4552","1376","80126","POL"
"4553","1376","80129","POL"
"4554","1376","80015","POL"
"4555","1376","80016","POL"
"4556","1376","80046","POL"
"4557","1376","80111","POL"
"4558","1376","80121","POL"
"4559","1376","80161","POL"
"4560","1377","85629","POL"
"4561","1377","85713","POL"
"4562","1377","85725","POL"
"4563","1377","85726","POL"
"4564","1377","85738","POL"
"4565","1377","85746","POL"
"4566","1377","85757","POL"
"4567","1377","85775","POL"
"4568","1377","85706","POL"
"4569","1377","85714","POL"
"4570","1377","85734","POL"
"4571","1377","85756","POL"
"4572","1379","78123","POL"
"4573","1379","78124","POL"
"4574","1379","78132","POL"
"4575","1379","78133","POL"
"4576","1379","78623","POL"
"4577","1379","78666","POL"
"4578","1379","78667","POL"
"4579","1379","78130","POL"
"4580","1379","78131","POL"
"4581","1379","78135","POL"
"4582","1380","48017","POL"
"4583","1380","48034","POL"
"4584","1380","48037","POL"
"4585","1380","48067","POL"
"4586","1380","48071","POL"
"4587","1380","48072","POL"
"4588","1380","48073","POL"
"4589","1380","48076","POL"
"4590","1380","48086","POL"
"4591","1380","48007","POL"
"4592","1380","48009","POL"
"4593","1380","48025","POL"
"4594","1380","48083","POL"
"4595","1380","48084","POL"
"4596","1380","48099","POL"
"4597","1380","48301","POL"
"4598","1380","48302","POL"
"4599","1381","77041","POL"
"4600","1381","77095","POL"
"4601","1381","77040","POL"
"4602","1381","77064","POL"
"4603","1381","77065","POL"
"4604","1381","77086","POL"
"4605","1381","77240","POL"
"4606","1381","77241","POL"
"4607","1382","33706","POL"
"4608","1382","33707","POL"
"4609","1382","33708","POL"
"4610","1382","33710","POL"
"4611","1382","33711","POL"
"4612","1382","33712","POL"
"4613","1382","33715","POL"
"4614","1382","33736","POL"
"4615","1382","33738","POL"
"4616","1382","33740","POL"
"4617","1382","33741","POL"
"4618","1382","33743","POL"
"4619","1382","33747","POL"
"4620","1382","33776","POL"
"4621","1382","33709","POL"
"4622","1382","33772","POL"
"4623","1382","33775","POL"
"4624","1382","33777","POL"
"4625","1382","33780","POL"
"4626","1382","33781","POL"
"4627","1383","78503","POL"
"4628","1383","78539","POL"
"4629","1383","78540","POL"
"4630","1383","78572","POL"
"4631","1383","78501","POL"
"4632","1383","78502","POL"
"4633","1383","78504","POL"
"4634","1383","78505","POL"
"4635","1384","24055","POL"
"4636","1384","24069","POL"
"4637","1384","24082","POL"
"4638","1384","24088","POL"
"4639","1384","24092","POL"
"4640","1384","24102","POL"
"4641","1384","24133","POL"
"4642","1384","24137","POL"
"4643","1384","24146","POL"
"4644","1384","24148","POL"
"4645","1384","24151","POL"
"4646","1384","24165","POL"
"4647","1384","24171","POL"
"4648","1384","24176","POL"
"4649","1384","24185","POL"
"4650","1384","24527","POL"
"4651","1384","24530","POL"
"4652","1384","24531","POL"
"4653","1384","24549","POL"
"4654","1384","24566","POL"
"4655","1384","24586","POL"
"4656","1384","27016","POL"
"4657","1384","27022","POL"
"4658","1384","27025","POL"
"4659","1384","27027","POL"
"4660","1384","27046","POL"
"4661","1384","27048","POL"
"4662","1384","27288","POL"
"4663","1384","27289","POL"
"4664","1384","27311","POL"
"4665","1384","27315","POL"
"4666","1384","27326","POL"
"4667","1384","24054","POL"
"4668","1384","24078","POL"
"4669","1384","24089","POL"
"4670","1384","24112","POL"
"4671","1384","24113","POL"
"4672","1384","24114","POL"
"4673","1384","24115","POL"
"4674","1384","24168","POL"
"4675","1384","24540","POL"
"4676","1384","24541","POL"
"4677","1384","24543","POL"
"4678","1385","07701","POL"
"4679","1385","07702","POL"
"4680","1385","07703","POL"
"4681","1385","07704","POL"
"4682","1385","07716","POL"
"4683","1385","07717","POL"
"4684","1385","07718","POL"
"4685","1385","07720","POL"
"4686","1385","07732","POL"
"4687","1385","07734","POL"
"4688","1385","07737","POL"
"4689","1385","07739","POL"
"4690","1385","07748","POL"
"4691","1385","07750","POL"
"4692","1385","07752","POL"
"4693","1385","07756","POL"
"4694","1385","07757","POL"
"4695","1385","07758","POL"
"4696","1385","07760","POL"
"4697","1385","07764","POL"
"4698","1385","07711","POL"
"4699","1385","07712","POL"
"4700","1385","07723","POL"
"4701","1385","07724","POL"
"4702","1385","07740","POL"
"4703","1385","07755","POL"
"4704","1385","07799","POL"
"4705","1386","33064","POL"
"4706","1386","33069","POL"
"4707","1386","33074","POL"
"4708","1386","33305","POL"
"4709","1386","33306","POL"
"4710","1386","33307","POL"
"4711","1386","33309","POL"
"4712","1386","33334","POL"
"4713","1386","33339","POL"
"4714","1386","33060","POL"
"4715","1386","33061","POL"
"4716","1386","33062","POL"
"4717","1386","33072","POL"
"4718","1386","33308","POL"
"4719","1386","33348","POL"
"4720","1387","90806","POL"
"4721","1387","90807","POL"
"4722","1387","90808","POL"
"4723","1387","90810","POL"
"4724","1387","90801","POL"
"4725","1387","90802","POL"
"4726","1387","90813","POL"
"4727","1387","90832","POL"
"4728","1387","90833","POL"
"4729","1387","90842","POL"
"4730","1387","90844","POL"
"4731","1387","90847","POL"
"4732","1387","90848","POL"
"4733","1389","54115","POL"
"4734","1389","54301","POL"
"4735","1389","54302","POL"
"4736","1389","54305","POL"
"4737","1389","54306","POL"
"4738","1389","54308","POL"
"4739","1389","54344","POL"
"4740","1389","54130","POL"
"4741","1389","54131","POL"
"4742","1389","54303","POL"
"4743","1389","54304","POL"
"4744","1389","54311","POL"
"4745","1389","54313","POL"
"4746","1389","54324","POL"
"4747","1390","01702","POL"
"4748","1390","01721","POL"
"4749","1390","01770","POL"
"4750","1390","01776","POL"
"4751","1390","01778","POL"
"4752","1390","02030","POL"
"4753","1390","02462","POL"
"4754","1390","02492","POL"
"4755","1390","02493","POL"
"4756","1390","02494","POL"
"4757","1390","01701","POL"
"4758","1390","01703","POL"
"4759","1390","01704","POL"
"4760","1390","01705","POL"
"4761","1390","01760","POL"
"4762","1390","02457","POL"
"4763","1390","02481","POL"
"4764","1390","02482","POL"
"4765","1391","84015","POL"
"4766","1391","84025","POL"
"4767","1391","84056","POL"
"4768","1391","84067","POL"
"4769","1391","84089","POL"
"4770","1391","84201","POL"
"4771","1391","84244","POL"
"4772","1391","84402","POL"
"4773","1391","84405","POL"
"4774","1391","84409","POL"
"4775","1391","84037","POL"
"4776","1391","84041","POL"
"4777","1392","78664","POL"
"4778","1392","78665","POL"
"4779","1392","78682","POL"
"4780","1392","78683","POL"
"4781","1392","78729","POL"
"4782","1392","78680","POL"
"4783","1392","78681","POL"
"4784","1392","78717","POL"
"4785","1394","32708","POL"
"4786","1394","32719","POL"
"4787","1394","32745","POL"
"4788","1394","32762","POL"
"4789","1394","32765","POL"
"4790","1394","32816","POL"
"4791","1394","32817","POL"
"4792","1394","32867","POL"
"4793","1394","32746","POL"
"4794","1394","32772","POL"
"4795","1394","32773","POL"
"4796","1394","32779","POL"
"4797","1394","32791","POL"
"4798","1394","32795","POL"
"4799","1394","32799","POL"
"4800","1395","30302","POL"
"4801","1395","30303","POL"
"4802","1395","30312","POL"
"4803","1395","30316","POL"
"4804","1395","30317","POL"
"4805","1395","30324","POL"
"4806","1395","30329","POL"
"4807","1395","30343","POL"
"4808","1395","30359","POL"
"4809","1395","30306","POL"
"4810","1395","30307","POL"
"4811","1395","30308","POL"
"4812","1395","30309","POL"
"4813","1395","30322","POL"
"4814","1395","30333","POL"
"4815","1395","31106","POL"
"4816","1395","31107","POL"
"4817","1396","53108","POL"
"4818","1396","53126","POL"
"4819","1396","53142","POL"
"4820","1396","53144","POL"
"4821","1396","53158","POL"
"4822","1396","53167","POL"
"4823","1396","53171","POL"
"4824","1396","53177","POL"
"4825","1396","53406","POL"
"4826","1396","53408","POL"
"4827","1396","60002","POL"
"4828","1396","53101","POL"
"4829","1396","53102","POL"
"4830","1396","53104","POL"
"4831","1396","53105","POL"
"4832","1396","53109","POL"
"4833","1396","53128","POL"
"4834","1396","53138","POL"
"4835","1396","53139","POL"
"4836","1396","53147","POL"
"4837","1396","53148","POL"
"4838","1396","53152","POL"
"4839","1396","53157","POL"
