"id","zeeid","zipcode","type"
"2046","1212","99006","POL"
"2047","1212","99009","POL"
"2048","1212","99026","POL"
"2049","1212","99156","POL"
"2050","1212","99208","POL"
"2051","1212","99218","POL"
"2052","1212","99228","POL"
"2053","1212","83815","POL"
"2054","1212","83816","POL"
"2055","1212","83854","POL"
"2056","1212","83858","POL"
"2057","1212","83877","POL"
"2058","1212","99025","POL"
"2059","1214","71009","POL"
"2060","1214","71101","POL"
"2061","1214","71102","POL"
"2062","1214","71103","POL"
"2063","1214","71107","POL"
"2064","1214","71109","POL"
"2065","1214","71111","POL"
"2066","1214","71112","POL"
"2067","1214","71113","POL"
"2068","1214","71115","POL"
"2069","1214","71120","POL"
"2070","1214","71130","POL"
"2071","1214","71133","POL"
"2072","1214","71137","POL"
"2073","1214","71150","POL"
"2074","1214","71151","POL"
"2075","1214","71152","POL"
"2076","1214","71153","POL"
"2077","1214","71154","POL"
"2078","1214","71156","POL"
"2079","1214","71161","POL"
"2080","1214","71162","POL"
"2081","1214","71163","POL"
"2082","1214","71164","POL"
"2083","1214","71165","POL"
"2084","1214","71166","POL"
"2085","1214","71171","POL"
"2086","1214","71172","POL"
"2087","1214","71104","POL"
"2088","1214","71105","POL"
"2089","1214","71106","POL"
"2090","1214","71108","POL"
"2091","1214","71118","POL"
"2092","1214","71134","POL"
"2093","1214","71135","POL"
"2094","1214","71136","POL"
"2095","1214","71138","POL"
"2096","1214","71148","POL"
"2097","1215","37010","POL"
"2098","1215","37015","POL"
"2099","1215","37032","POL"
"2100","1215","37035","POL"
"2101","1215","37036","POL"
"2102","1215","37042","POL"
"2103","1215","37050","POL"
"2104","1215","37051","POL"
"2105","1215","37052","POL"
"2106","1215","37142","POL"
"2107","1215","37146","POL"
"2108","1215","37171","POL"
"2109","1215","37181","POL"
"2110","1215","37191","POL"
"2111","1215","37040","POL"
"2112","1215","37041","POL"
"2113","1215","37043","POL"
"2114","1216","30809","POL"
"2115","1216","30813","POL"
"2116","1216","30907","POL"
"2117","1216","30917","POL"
"2118","1216","29841","POL"
"2119","1216","29861","POL"
"2120","1216","30904","POL"
"2121","1216","30909","POL"
"2122","1216","30912","POL"
"2123","1216","30914","POL"
"2124","1216","30919","POL"
"2125","1218","28428","POL"
"2126","1218","28449","POL"
"2127","1218","28455","POL"
"2128","1218","28463","POL"
"2129","1218","29566","POL"
"2130","1218","29568","POL"
"2131","1218","29569","POL"
"2132","1218","29572","POL"
"2133","1218","29579","POL"
"2134","1218","29582","POL"
"2135","1218","29597","POL"
"2136","1218","29598","POL"
"2137","1218","28420","POL"
"2138","1218","28422","POL"
"2139","1218","28452","POL"
"2140","1218","28459","POL"
"2141","1218","28461","POL"
"2142","1218","28462","POL"
"2143","1218","28465","POL"
"2144","1218","28467","POL"
"2145","1218","28468","POL"
"2146","1218","28469","POL"
"2147","1218","28470","POL"
"2148","1218","28479","POL"
"2149","1220","41011","POL"
"2150","1220","41012","POL"
"2151","1220","41014","POL"
"2152","1220","41017","POL"
"2153","1220","41018","POL"
"2154","1220","41019","POL"
"2155","1221","28404","POL"
"2156","1221","28405","POL"
"2157","1221","28411","POL"
"2158","1221","28429","POL"
"2159","1221","28451","POL"
"2160","1221","28480","POL"
"2161","1221","28401","POL"
"2162","1221","28402","POL"
"2163","1221","28403","POL"
"2164","1221","28406","POL"
"2165","1221","28407","POL"
"2166","1221","28408","POL"
"2167","1221","28409","POL"
"2168","1221","28410","POL"
"2169","1221","28412","POL"
"2170","1223","32809","POL"
"2171","1223","32812","POL"
"2172","1223","32819","POL"
"2173","1223","32837","POL"
"2174","1223","32859","POL"
"2175","1223","32869","POL"
"2176","1223","32877","POL"
"2177","1223","32824","POL"
"2178","1223","34743","POL"
"2179","1226","92064","POL"
"2180","1226","92074","POL"
"2181","1226","92128","POL"
"2182","1226","92129","POL"
"2183","1226","92145","POL"
"2184","1226","92150","POL"
"2185","1226","92158","POL"
"2186","1226","92172","POL"
"2187","1226","92187","POL"
"2188","1226","92197","POL"
"2189","1226","92198","POL"
"2190","1226","92199","POL"
"2191","1226","92126","POL"
"2192","1226","92131","POL"
"2193","1226","92191","POL"
"2194","1226","92196","POL"
"2195","1227","77302","POL"
"2196","1227","77303","POL"
"2197","1227","77318","POL"
"2198","1227","77333","POL"
"2199","1227","77354","POL"
"2200","1227","77356","POL"
"2201","1227","77378","POL"
"2202","1227","77301","POL"
"2203","1227","77304","POL"
"2204","1227","77305","POL"
"2205","1227","77316","POL"
"2206","1229","33301","POL"
"2207","1229","33302","POL"
"2208","1229","33303","POL"
"2209","1229","33304","POL"
"2210","1229","33311","POL"
"2211","1229","33312","POL"
"2212","1229","33336","POL"
"2213","1229","33337","POL"
"2214","1229","33338","POL"
"2215","1229","33340","POL"
"2216","1229","33349","POL"
"2217","1229","33317","POL"
"2218","1229","33318","POL"
"2219","1229","33324","POL"
"2220","1229","33388","POL"
"2221","1230","78003","POL"
"2222","1230","78010","POL"
"2223","1230","78063","POL"
"2224","1230","78108","POL"
"2225","1230","78154","POL"
"2226","1230","78261","POL"
"2227","1230","78266","POL"
"2228","1230","78606","POL"
"2229","1230","78624","POL"
"2230","1230","78671","POL"
"2231","1230","78004","POL"
"2232","1230","78006","POL"
"2233","1230","78013","POL"
"2234","1230","78015","POL"
"2235","1230","78027","POL"
"2236","1230","78070","POL"
"2237","1230","78163","POL"
"2238","1231","91304","POL"
"2239","1231","91309","POL"
"2240","1231","91325","POL"
"2241","1231","91330","POL"
"2242","1231","91344","POL"
"2243","1231","91394","POL"
"2244","1231","91396","POL"
"2245","1231","91303","POL"
"2246","1231","91305","POL"
"2247","1231","91306","POL"
"2248","1231","91324","POL"
"2249","1232","19508","POL"
"2250","1232","19510","POL"
"2251","1232","19516","POL"
"2252","1232","19533","POL"
"2253","1232","19540","POL"
"2254","1232","19541","POL"
"2255","1232","19560","POL"
"2256","1232","19604","POL"
"2257","1232","19606","POL"
"2258","1232","19607","POL"
"2259","1232","19609","POL"
"2260","1232","19601","POL"
"2261","1232","19602","POL"
"2262","1232","19603","POL"
"2263","1232","19605","POL"
"2264","1232","19610","POL"
"2265","1232","19611","POL"
"2266","1233","33314","POL"
"2267","1233","33328","POL"
"2268","1233","33329","POL"
"2269","1233","33330","POL"
"2270","1233","33331","POL"
"2271","1233","33323","POL"
"2272","1233","33325","POL"
"2273","1233","33326","POL"
"2274","1233","33327","POL"
"2275","1233","33332","POL"
"2276","1233","33351","POL"
"2277","1233","33355","POL"
"2278","1234","35006","POL"
"2279","1234","35035","POL"
"2280","1234","35111","POL"
"2281","1234","35184","POL"
"2282","1234","35188","POL"
"2283","1234","35405","POL"
"2284","1234","35406","POL"
"2285","1234","35407","POL"
"2286","1234","35440","POL"
"2287","1234","35444","POL"
"2288","1234","35446","POL"
"2289","1234","35449","POL"
"2290","1234","35453","POL"
"2291","1234","35456","POL"
"2292","1234","35457","POL"
"2293","1234","35458","POL"
"2294","1234","35463","POL"
"2295","1234","35469","POL"
"2296","1234","35474","POL"
"2297","1234","35475","POL"
"2298","1234","35478","POL"
"2299","1234","35480","POL"
"2300","1234","35482","POL"
"2301","1234","35490","POL"
"2302","1234","35546","POL"
"2303","1234","35549","POL"
"2304","1234","35560","POL"
"2305","1234","35573","POL"
"2306","1234","35579","POL"
"2307","1234","35580","POL"
"2308","1234","35587","POL"
"2309","1234","35401","POL"
"2310","1234","35402","POL"
"2311","1234","35403","POL"
"2312","1234","35404","POL"
"2313","1234","35452","POL"
"2314","1234","35473","POL"
"2315","1234","35476","POL"
"2316","1234","35486","POL"
"2317","1234","35487","POL"
"2318","1235","40504","POL"
"2319","1235","40505","POL"
"2320","1235","40507","POL"
"2321","1235","40508","POL"
"2322","1235","40510","POL"
"2323","1235","40513","POL"
"2324","1235","40516","POL"
"2325","1235","40517","POL"
"2326","1235","40523","POL"
"2327","1235","40524","POL"
"2328","1235","40533","POL"
"2329","1235","40544","POL"
"2330","1235","40555","POL"
"2331","1235","40588","POL"
"2332","1235","40591","POL"
"2333","1235","40502","POL"
"2334","1235","40503","POL"
"2335","1235","40509","POL"
"2336","1235","40514","POL"
"2337","1235","40522","POL"
"2338","1236","60004","POL"
"2339","1236","60055","POL"
"2340","1236","60074","POL"
"2341","1236","60094","POL"
"2342","1236","60095","POL"
"2343","1236","60159","POL"
"2344","1236","60168","POL"
"2345","1236","60169","POL"
"2346","1236","60194","POL"
"2347","1236","60195","POL"
"2348","1236","60196","POL"
"2349","1236","60010","POL"
"2350","1236","60011","POL"
"2351","1236","60038","POL"
"2352","1236","60067","POL"
"2353","1236","60078","POL"
"2354","1236","60179","POL"
"2355","1236","60192","POL"
"2356","1237","78628","POL"
"2357","1237","78641","POL"
"2358","1237","78646","POL"
"2359","1237","78750","POL"
"2360","1237","78613","POL"
"2361","1237","78630","POL"
"2362","1237","78726","POL"
"2363","1240","89501","POL"
"2364","1240","89503","POL"
"2365","1240","89504","POL"
"2366","1240","89505","POL"
"2367","1240","89509","POL"
"2368","1240","89512","POL"
"2369","1240","89513","POL"
"2370","1240","89515","POL"
"2371","1240","89519","POL"
"2372","1240","89520","POL"
"2373","1240","89521","POL"
"2374","1240","89555","POL"
"2375","1240","89557","POL"
"2376","1240","89570","POL"
"2377","1240","89431","POL"
"2378","1240","89432","POL"
"2379","1240","89502","POL"
"2380","1240","89511","POL"
"2381","1240","89595","POL"
"2382","1240","89599","POL"
"2383","1241","60104","POL"
"2384","1241","60141","POL"
"2385","1241","60153","POL"
"2386","1241","60154","POL"
"2387","1241","60162","POL"
"2388","1241","60163","POL"
"2389","1241","60402","POL"
"2390","1241","60526","POL"
"2391","1241","60130","POL"
"2392","1241","60155","POL"
"2393","1241","60301","POL"
"2394","1241","60302","POL"
"2395","1241","60303","POL"
"2396","1241","60304","POL"
"2397","1241","60305","POL"
"2398","1241","60546","POL"
"2399","1242","18936","POL"
"2400","1242","19001","POL"
"2401","1242","19002","POL"
"2402","1242","19025","POL"
"2403","1242","19034","POL"
"2404","1242","19044","POL"
"2405","1242","19048","POL"
"2406","1242","19049","POL"
"2407","1242","19090","POL"
"2408","1242","19422","POL"
"2409","1242","19424","POL"
"2410","1242","19436","POL"
"2411","1242","19454","POL"
"2412","1242","19455","POL"
"2413","1242","19477","POL"
"2414","1242","18915","POL"
"2415","1242","18957","POL"
"2416","1242","18958","POL"
"2417","1242","18979","POL"
"2418","1242","19423","POL"
"2419","1242","19430","POL"
"2420","1242","19438","POL"
"2421","1242","19441","POL"
"2422","1242","19443","POL"
"2423","1242","19446","POL"
"2424","1242","19450","POL"
"2425","1242","19451","POL"
"2426","1242","19473","POL"
"2427","1242","19474","POL"
"2428","1242","19478","POL"
"2429","1242","19486","POL"
"2430","1243","13027","POL"
"2431","1243","13031","POL"
"2432","1243","13039","POL"
"2433","1243","13041","POL"
"2434","1243","13057","POL"
"2435","1243","13203","POL"
"2436","1243","13204","POL"
"2437","1243","13206","POL"
"2438","1243","13209","POL"
"2439","1243","13218","POL"
"2440","1243","13088","POL"
"2441","1243","13089","POL"
"2442","1243","13090","POL"
"2443","1243","13208","POL"
"2444","1243","13211","POL"
"2445","1243","13212","POL"
"2446","1243","13220","POL"
"2447","1243","13221","POL"
"2448","1243","13225","POL"
"2449","1243","13252","POL"
"2450","1243","13290","POL"
"2451","1244","77005","POL"
"2452","1244","77057","POL"
"2453","1244","77081","POL"
"2454","1244","77237","POL"
"2455","1244","77257","POL"
"2456","1244","77265","POL"
"2457","1244","77277","POL"
"2458","1244","77401","POL"
"2459","1244","77402","POL"
"2460","1244","77024","POL"
"2461","1244","77027","POL"
"2462","1244","77046","POL"
"2463","1244","77056","POL"
"2464","1244","77098","POL"
"2465","1244","77224","POL"
"2466","1244","77227","POL"
"2467","1244","77254","POL"
"2468","1244","77256","POL"
"2469","1244","77279","POL"
"2470","1247","34205","POL"
"2471","1247","34206","POL"
"2472","1247","34209","POL"
"2473","1247","34217","POL"
"2474","1247","34218","POL"
"2475","1247","34219","POL"
"2476","1247","34220","POL"
"2477","1247","34221","POL"
"2478","1247","34250","POL"
"2479","1247","34280","POL"
"2480","1247","34208","POL"
"2481","1247","34211","POL"
"2482","1247","34212","POL"
"2483","1247","34222","POL"
"2484","1248","73013","POL"
"2485","1248","73034","POL"
"2486","1248","73083","POL"
"2487","1248","73113","POL"
"2488","1248","73114","POL"
"2489","1248","73116","POL"
"2490","1248","73120","POL"
"2491","1248","73123","POL"
"2492","1248","73131","POL"
"2493","1248","73132","POL"
"2494","1248","73134","POL"
"2495","1248","73142","POL"
"2496","1248","73151","POL"
"2497","1248","73156","POL"
"2498","1248","73162","POL"
"2499","1248","73172","POL"
"2500","1251","92584","POL"
"2501","1251","92586","POL"
"2502","1251","92595","POL"
"2503","1251","92883","POL"
"2504","1251","92530","POL"
"2505","1251","92531","POL"
"2506","1251","92532","POL"
"2507","1251","92587","POL"
"2508","1252","80224","POL"
"2509","1252","80230","POL"
"2510","1252","80231","POL"
"2511","1252","80247","POL"
"2512","1252","80013","POL"
"2513","1252","80014","POL"
"2514","1252","80044","POL"
"2515","1253","30213","POL"
"2516","1253","30268","POL"
"2517","1253","30269","POL"
"2518","1253","30270","POL"
"2519","1253","30277","POL"
"2520","1253","30290","POL"
"2521","1253","30296","POL"
"2522","1253","30337","POL"
"2523","1253","31169","POL"
"2524","1253","30291","POL"
"2525","1253","30349","POL"
"2526","1255","55315","POL"
"2527","1255","55323","POL"
"2528","1255","55344","POL"
"2529","1255","55345","POL"
"2530","1255","55346","POL"
"2531","1255","55347","POL"
"2532","1255","55356","POL"
"2533","1255","55360","POL"
"2534","1255","55361","POL"
"2535","1255","55364","POL"
"2536","1255","55384","POL"
"2537","1255","55388","POL"
"2538","1255","55391","POL"
"2539","1255","55397","POL"
"2540","1255","55573","POL"
"2541","1255","55317","POL"
"2542","1255","55318","POL"
"2543","1255","55322","POL"
"2544","1255","55331","POL"
"2545","1255","55368","POL"
"2546","1255","55375","POL"
"2547","1255","55386","POL"
"2548","1255","55387","POL"
"2549","1255","55554","POL"
"2550","1256","47106","POL"
"2551","1256","47108","POL"
"2552","1256","47111","POL"
"2553","1256","47118","POL"
"2554","1256","47120","POL"
"2555","1256","47125","POL"
"2556","1256","47126","POL"
"2557","1256","47130","POL"
"2558","1256","47132","POL"
"2559","1256","47133","POL"
"2560","1256","47134","POL"
"2561","1256","47137","POL"
"2562","1256","47140","POL"
"2563","1256","47143","POL"
"2564","1256","47144","POL"
"2565","1256","47145","POL"
"2566","1256","47165","POL"
"2567","1256","47167","POL"
"2568","1256","47170","POL"
"2569","1256","47177","POL"
"2570","1256","47190","POL"
"2571","1256","47199","POL"
"2572","1256","47452","POL"
"2573","1256","47454","POL"
"2574","1256","47107","POL"
"2575","1256","47112","POL"
"2576","1256","47114","POL"
"2577","1256","47115","POL"
"2578","1256","47119","POL"
"2579","1256","47122","POL"
"2580","1256","47124","POL"
"2581","1256","47129","POL"
"2582","1256","47131","POL"
"2583","1256","47136","POL"
"2584","1256","47146","POL"
"2585","1256","47150","POL"
"2586","1256","47151","POL"
"2587","1256","47161","POL"
"2588","1256","47164","POL"
"2589","1256","47166","POL"
"2590","1256","47172","POL"
"2591","1258","92037","POL"
"2592","1258","92038","POL"
"2593","1258","92039","POL"
"2594","1258","92092","POL"
"2595","1258","92093","POL"
"2596","1258","92109","POL"
"2597","1258","92121","POL"
"2598","1258","92122","POL"
"2599","1258","92161","POL"
"2600","1258","92169","POL"
"2601","1258","92192","POL"
"2602","1258","92111","POL"
"2603","1258","92117","POL"
"2604","1258","92168","POL"
"2605","1258","92171","POL"
"2606","1258","92177","POL"
"2607","1259","77802","POL"
"2608","1259","77807","POL"
"2609","1259","77808","POL"
"2610","1259","77830","POL"
"2611","1259","77842","POL"
"2612","1259","77843","POL"
"2613","1259","77845","POL"
"2614","1259","77861","POL"
"2615","1259","77862","POL"
"2616","1259","77866","POL"
"2617","1259","77868","POL"
"2618","1259","77875","POL"
"2619","1259","77881","POL"
"2620","1259","77801","POL"
"2621","1259","77803","POL"
"2622","1259","77805","POL"
"2623","1259","77806","POL"
"2624","1259","77840","POL"
"2625","1259","77841","POL"
"2626","1259","77844","POL"
"2627","1260","20191","POL"
"2628","1260","22031","POL"
"2629","1260","22067","POL"
"2630","1260","22081","POL"
"2631","1260","22082","POL"
"2632","1260","22102","POL"
"2633","1260","22103","POL"
"2634","1260","22116","POL"
"2635","1260","22118","POL"
"2636","1260","22119","POL"
"2637","1260","22180","POL"
"2638","1260","22182","POL"
"2639","1260","22183","POL"
"2640","1260","22334","POL"
"2641","1260","20170","POL"
"2642","1260","20172","POL"
"2643","1260","20190","POL"
"2644","1260","20194","POL"
"2645","1260","20195","POL"
"2646","1260","20196","POL"
"2647","1260","22066","POL"
"2648","1260","22095","POL"
"2649","1260","22096","POL"
"2650","1261","75022","POL"
"2651","1261","75027","POL"
"2652","1261","75028","POL"
"2653","1261","76226","POL"
"2654","1261","75077","POL"
"2655","1261","76201","POL"
"2656","1261","76203","POL"
"2657","1261","76204","POL"
"2658","1261","76205","POL"
"2659","1261","76206","POL"
"2660","1261","76207","POL"
"2661","1261","76210","POL"
"2662","1263","80007","POL"
"2663","1263","80027","POL"
"2664","1263","80127","POL"
"2665","1263","80128","POL"
"2666","1263","80228","POL"
"2667","1263","80401","POL"
"2668","1263","80402","POL"
"2669","1263","80403","POL"
"2670","1263","80465","POL"
"2671","1264","18034","POL"
"2672","1264","18103","POL"
"2673","1264","18104","POL"
"2674","1266","89014","POL"
"2675","1266","89016","POL"
"2676","1266","89074","POL"
"2677","1266","89122","POL"
"2678","1266","89002","POL"
"2679","1266","89009","POL"
"2680","1266","89011","POL"
"2681","1266","89015","POL"
"2682","1268","19335","POL"
"2683","1268","19341","POL"
"2684","1268","19353","POL"
"2685","1268","19354","POL"
"2686","1268","19355","POL"
"2687","1268","19380","POL"
"2688","1268","19381","POL"
"2689","1268","19415","POL"
"2690","1268","19432","POL"
"2691","1268","19085","POL"
"2692","1268","19087","POL"
"2693","1268","19301","POL"
"2694","1268","19312","POL"
"2695","1268","19333","POL"
"2696","1268","19397","POL"
"2697","1268","19398","POL"
"2698","1268","19399","POL"
"2699","1268","19405","POL"
"2700","1268","19406","POL"
"2701","1268","19484","POL"
"2702","1268","19496","POL"
"2703","1270","29511","POL"
"2704","1270","29526","POL"
"2705","1270","29527","POL"
"2706","1270","29528","POL"
"2707","1270","29544","POL"
"2708","1270","29546","POL"
"2709","1270","29554","POL"
"2710","1270","29576","POL"
"2711","1270","29585","POL"
"2712","1270","29575","POL"
"2713","1270","29577","POL"
"2714","1270","29578","POL"
"2715","1270","29587","POL"
"2716","1270","29588","POL"
"2717","1272","77337","POL"
"2718","1272","77375","POL"
"2719","1272","77379","POL"
"2720","1272","77391","POL"
"2721","1272","77032","POL"
"2722","1272","77068","POL"
"2723","1272","77073","POL"
"2724","1272","77090","POL"
"2725","1272","77273","POL"
"2726","1272","77290","POL"
"2727","1272","77315","POL"
"2728","1274","78023","POL"
"2729","1274","78250","POL"
"2730","1274","78251","POL"
"2731","1274","78253","POL"
"2732","1274","78254","POL"
"2733","1275","92615","POL"
"2734","1275","92627","POL"
"2735","1275","92646","POL"
"2736","1275","92708","POL"
"2737","1275","92655","POL"
"2738","1275","92683","POL"
"2739","1275","92684","POL"
"2740","1275","92685","POL"
"2741","1276","32033","POL"
"2742","1276","32110","POL"
"2743","1276","32117","POL"
"2744","1276","32118","POL"
"2745","1276","32122","POL"
"2746","1276","32124","POL"
"2747","1276","32125","POL"
"2748","1276","32130","POL"
"2749","1276","32145","POL"
"2750","1276","32164","POL"
"2751","1276","32175","POL"
"2752","1276","32176","POL"
"2753","1276","32135","POL"
"2754","1276","32136","POL"
"2755","1276","32137","POL"
"2756","1276","32142","POL"
"2757","1276","32143","POL"
"2758","1276","32173","POL"
"2759","1276","32174","POL"
"2760","1278","33004","POL"
"2761","1278","33019","POL"
"2762","1278","33020","POL"
"2763","1278","33021","POL"
"2764","1278","33081","POL"
"2765","1278","33083","POL"
"2766","1278","33315","POL"
"2767","1278","33316","POL"
"2768","1278","33335","POL"
"2769","1278","33346","POL"
"2770","1278","33024","POL"
"2771","1278","33026","POL"
"2772","1278","33084","POL"
"2773","1278","33345","POL"
"2774","1279","76021","POL"
"2775","1279","76022","POL"
"2776","1279","76040","POL"
"2777","1279","76051","POL"
"2778","1279","76054","POL"
"2779","1279","76095","POL"
"2780","1279","76099","POL"
"2781","1279","76034","POL"
"2782","1279","76092","POL"
"2783","1279","76262","POL"
"2784","1280","07086","POL"
"2785","1280","07087","POL"
"2786","1280","07093","POL"
"2787","1280","07310","POL"
"2788","1280","07030","POL"
"2789","1280","07307","POL"
"2790","1280","09002","POL"
"2791","1280","09003","POL"
"2792","1280","09004","POL"
"2793","1280","09005","POL"
"2794","1280","09006","POL"
"2795","1280","09008","POL"
"2796","1280","09009","POL"
"2797","1280","09010","POL"
"2798","1280","09011","POL"
"2799","1280","09012","POL"
"2800","1280","09013","POL"
"2801","1280","09014","POL"
"2802","1280","09015","POL"
"2803","1280","09016","POL"
"2804","1280","09017","POL"
"2805","1280","09018","POL"
"2806","1280","09020","POL"
"2807","1280","09021","POL"
"2808","1280","09034","POL"
"2809","1280","09044","POL"
"2810","1280","09046","POL"
"2811","1280","09049","POL"
"2812","1280","09053","POL"
"2813","1280","09060","POL"
"2814","1280","09067","POL"
"2815","1280","09068","POL"
"2816","1280","09069","POL"
"2817","1280","09079","POL"
"2818","1280","09094","POL"
"2819","1280","09095","POL"
"2820","1280","09096","POL"
"2821","1280","09101","POL"
"2822","1280","09103","POL"
"2823","1280","09104","POL"
"2824","1280","09107","POL"
"2825","1280","09112","POL"
"2826","1280","09114","POL"
"2827","1280","09116","POL"
"2828","1280","09123","POL"
"2829","1280","09126","POL"
"2830","1280","09128","POL"
"2831","1280","09131","POL"
"2832","1280","09135","POL"
"2833","1280","09136","POL"
"2834","1280","09138","POL"
"2835","1280","09140","POL"
"2836","1280","09142","POL"
"2837","1280","09154","POL"
"2838","1280","09160","POL"
"2839","1280","09170","POL"
"2840","1280","09171","POL"
"2841","1280","09172","POL"
"2842","1280","09173","POL"
"2843","1280","09174","POL"
"2844","1280","09175","POL"
"2845","1280","09176","POL"
"2846","1280","09177","POL"
"2847","1280","09178","POL"
"2848","1280","09179","POL"
"2849","1280","09180","POL"
"2850","1280","09186","POL"
"2851","1280","09203","POL"
"2852","1280","09204","POL"
"2853","1280","09205","POL"
"2854","1280","09211","POL"
"2855","1280","09213","POL"
"2856","1280","09214","POL"
"2857","1280","09216","POL"
"2858","1280","09227","POL"
"2859","1280","09240","POL"
"2860","1280","09241","POL"
"2861","1280","09242","POL"
"2862","1280","09250","POL"
"2863","1280","09261","POL"
"2864","1280","09263","POL"
"2865","1280","09264","POL"
"2866","1280","09265","POL"
"2867","1280","09266","POL"
"2868","1280","09276","POL"
"2869","1280","09277","POL"
"2870","1280","09278","POL"
"2871","1280","09279","POL"
"2872","1280","09280","POL"
"2873","1280","09281","POL"
"2874","1280","09282","POL"
"2875","1280","09283","POL"
"2876","1280","09284","POL"
"2877","1280","09285","POL"
"2878","1280","09287","POL"
"2879","1280","09288","POL"
"2880","1280","09289","POL"
"2881","1280","09290","POL"
"2882","1280","09291","POL"
"2883","1280","09292","POL"
"2884","1280","09293","POL"
"2885","1280","09294","POL"
"2886","1280","09295","POL"
"2887","1280","09301","POL"
"2888","1280","09304","POL"
"2889","1280","09305","POL"
"2890","1280","09306","POL"
"2891","1280","09307","POL"
"2892","1280","09309","POL"
"2893","1280","09310","POL"
"2894","1280","09311","POL"
"2895","1280","09312","POL"
"2896","1280","09315","POL"
"2897","1280","09316","POL"
"2898","1280","09318","POL"
"2899","1280","09321","POL"
"2900","1280","09323","POL"
"2901","1280","09330","POL"
"2902","1280","09333","POL"
"2903","1280","09337","POL"
"2904","1280","09343","POL"
"2905","1280","09347","POL"
"2906","1280","09348","POL"
"2907","1280","09354","POL"
"2908","1280","09357","POL"
"2909","1280","09365","POL"
"2910","1280","09366","POL"
"2911","1280","09378","POL"
"2912","1280","09401","POL"
"2913","1280","09403","POL"
"2914","1280","09410","POL"
"2915","1280","09421","POL"
"2916","1280","09447","POL"
"2917","1280","09454","POL"
"2918","1280","09456","POL"
"2919","1280","09459","POL"
"2920","1280","09461","POL"
"2921","1280","09463","POL"
"2922","1280","09464","POL"
"2923","1280","09467","POL"
"2924","1280","09468","POL"
"2925","1280","09469","POL"
"2926","1280","09470","POL"
"2927","1280","09487","POL"
"2928","1280","09488","POL"
"2929","1280","09489","POL"
"2930","1280","09490","POL"
"2931","1280","09491","POL"
"2932","1280","09494","POL"
"2933","1280","09497","POL"
"2934","1280","09498","POL"
"2935","1280","09501","POL"
"2936","1280","09502","POL"
"2937","1280","09503","POL"
"2938","1280","09505","POL"
"2939","1280","09506","POL"
"2940","1280","09507","POL"
"2941","1280","09508","POL"
"2942","1280","09509","POL"
"2943","1280","09510","POL"
"2944","1280","09512","POL"
"2945","1280","09513","POL"
"2946","1280","09514","POL"
"2947","1280","09516","POL"
"2948","1280","09517","POL"
"2949","1280","09520","POL"
"2950","1280","09522","POL"
"2951","1280","09523","POL"
"2952","1280","09524","POL"
"2953","1280","09532","POL"
"2954","1280","09534","POL"
"2955","1280","09541","POL"
"2956","1280","09550","POL"
"2957","1280","09554","POL"
"2958","1280","09556","POL"
"2959","1280","09564","POL"
"2960","1280","09565","POL"
"2961","1280","09566","POL"
"2962","1280","09567","POL"
"2963","1280","09568","POL"
"2964","1280","09569","POL"
"2965","1280","09570","POL"
"2966","1280","09573","POL"
"2967","1280","09574","POL"
"2968","1280","09575","POL"
"2969","1280","09576","POL"
"2970","1280","09577","POL"
"2971","1280","09578","POL"
"2972","1280","09579","POL"
"2973","1280","09581","POL"
"2974","1280","09582","POL"
"2975","1280","09583","POL"
"2976","1280","09586","POL"
"2977","1280","09587","POL"
"2978","1280","09588","POL"
"2979","1280","09589","POL"
"2980","1280","09590","POL"
"2981","1280","09591","POL"
"2982","1280","09592","POL"
"2983","1280","09593","POL"
"2984","1280","09594","POL"
"2985","1280","09595","POL"
"2986","1280","09599","POL"
"2987","1280","09602","POL"
"2988","1280","09603","POL"
"2989","1280","09604","POL"
"2990","1280","09605","POL"
"2991","1280","09606","POL"
"2992","1280","09608","POL"
"2993","1280","09609","POL"
"2994","1280","09610","POL"
"2995","1280","09613","POL"
"2996","1280","09614","POL"
"2997","1280","09618","POL"
"2998","1280","09620","POL"
"2999","1280","09621","POL"
"3000","1280","09622","POL"
"3001","1280","09623","POL"
"3002","1280","09624","POL"
"3003","1280","09625","POL"
"3004","1280","09627","POL"
"3005","1280","09630","POL"
"3006","1280","09633","POL"
"3007","1280","09634","POL"
"3008","1280","09636","POL"
"3009","1280","09642","POL"
"3010","1280","09643","POL"
"3011","1280","09645","POL"
"3012","1280","09647","POL"
"3013","1280","09648","POL"
"3014","1280","09649","POL"
"3015","1280","09701","POL"
"3016","1280","09702","POL"
"3017","1280","09703","POL"
"3018","1280","09704","POL"
"3019","1280","09705","POL"
"3020","1280","09706","POL"
"3021","1280","09707","POL"
"3022","1280","09708","POL"
"3023","1280","09709","POL"
"3024","1280","09710","POL"
"3025","1280","09711","POL"
"3026","1280","09712","POL"
"3027","1280","09714","POL"
"3028","1280","09715","POL"
"3029","1280","09716","POL"
"3030","1280","09717","POL"
"3031","1280","09718","POL"
"3032","1280","09719","POL"
"3033","1280","09720","POL"
"3034","1280","09722","POL"
"3035","1280","09723","POL"
"3036","1280","09724","POL"
"3037","1280","09725","POL"
"3038","1280","09726","POL"
"3039","1280","09727","POL"
"3040","1280","09728","POL"
"3041","1280","09729","POL"
"3042","1280","09730","POL"
"3043","1280","09731","POL"
