"id","city","city_slug","state","zipcode","lat","lng"
"1","Prairie Ridge","prairie-ridge","WA","98360",NULL,NULL
"2","Prairie Ridge","prairie-ridge","WA","98391",NULL,NULL
"3","Edison","edison","WA","98232",NULL,NULL
"4","Packwood","packwood","WA","98361",NULL,NULL
"5","Wautauga Beach","wautauga-beach","WA","98366",NULL,NULL
"6","Harper","harper","WA","98366",NULL,NULL
"7","Telma","telma","WA","98826",NULL,NULL
"8","Kahlotus","kahlotus","WA","99335",NULL,NULL
"9","Mondovi","mondovi","WA","99122",NULL,NULL
"10","Washtucna","washtucna","WA","99371",NULL,NULL
"11","Pleasant Hill","pleasant-hill","WA","98014",NULL,NULL
"12","Toledo","toledo","WA","98591",NULL,NULL
"13","Wabash","wabash","WA","98022",NULL,NULL
"14","Renton","renton","WA","98059",NULL,NULL
"15","Renton","renton","WA","98058",NULL,NULL
"16","Renton","renton","WA","98057",NULL,NULL
"17","Renton","renton","WA","98056",NULL,NULL
"18","Renton","renton","WA","98055",NULL,NULL
"19","Chehalis","chehalis","WA","98532",NULL,NULL
"20","Central Valley","central-valley","WA","98370",NULL,NULL
"21","Lake City","lake-city","WA","98498",NULL,NULL
"22","Megler","megler","WA","98638",NULL,NULL
"23","Alder","alder","WA","98328",NULL,NULL
"24","Ronald","ronald","WA","98940",NULL,NULL
"25","Belvedere","belvedere","WA","99116",NULL,NULL
"26","Waverly","waverly","WA","99012",NULL,NULL
"27","Waverly","waverly","WA","99039",NULL,NULL
"28","Turner Corner","turner-corner","WA","98072",NULL,NULL
"29","Lofall","lofall","WA","98370",NULL,NULL
"30","Kennydale","kennydale","WA","98056",NULL,NULL
"31","Easton","easton","WA","98925",NULL,NULL
"32","Navy Yard City","navy-yard-city","WA","98312",NULL,NULL
"33","Mercer Island","mercer-island","WA","98040",NULL,NULL
"34","Lynnwood","lynnwood","WA","98037",NULL,NULL
"35","Lynnwood","lynnwood","WA","98036",NULL,NULL
"36","Lynnwood","lynnwood","WA","98046",NULL,NULL
"37","Coulee City","coulee-city","WA","99115",NULL,NULL
"38","Douglas","douglas","WA","98858",NULL,NULL
"39","Centralia","centralia","WA","98531",NULL,NULL
"40","Colbert","colbert","WA","99005",NULL,NULL
"41","Bryn Mawr","bryn-mawr","WA","98178",NULL,NULL
"42","Silverdale","silverdale","WA","98311",NULL,NULL
"43","Silverdale","silverdale","WA","98370",NULL,NULL
"44","Silverdale","silverdale","WA","98383",NULL,NULL
"45","Lyle","lyle","WA","98635",NULL,NULL
"46","Malott","malott","WA","98840",NULL,NULL
"47","Malott","malott","WA","98829",NULL,NULL
"48","Mountlake Terrace","mountlake-terrace","WA","98043",NULL,NULL
"49","Ilwaco","ilwaco","WA","98624",NULL,NULL
"50","Fairwood","fairwood","WA","98058",NULL,NULL
"51","Warm Beach","warm-beach","WA","98292",NULL,NULL
"52","Thomas","thomas","WA","98002",NULL,NULL
"53","Parker","parker","WA","98939",NULL,NULL
"54","Parker","parker","WA","98951",NULL,NULL
"55","Steptoe","steptoe","WA","99111",NULL,NULL
"56","Steptoe","steptoe","WA","99174",NULL,NULL
"57","Vail","vail","WA","98576",NULL,NULL
"58","Magnolia Beach","magnolia-beach","WA","98070",NULL,NULL
"59","Lakeview","lakeview","WA","98499",NULL,NULL
"60","Shaw Island","shaw-island","WA","98286",NULL,NULL
"61","Oakesdale","oakesdale","WA","99158",NULL,NULL
"62","Rosburg","rosburg","WA","98643",NULL,NULL
"63","Seattle","seattle","WA","98109",NULL,NULL
"64","Seattle","seattle","WA","98108",NULL,NULL
"65","Seattle","seattle","WA","98104",NULL,NULL
"66","Seattle","seattle","WA","98107",NULL,NULL
"67","Seattle","seattle","WA","98106",NULL,NULL
"68","Seattle","seattle","WA","98101",NULL,NULL
"69","Seattle","seattle","WA","98103",NULL,NULL
"70","Seattle","seattle","WA","98102",NULL,NULL
"71","Seattle","seattle","WA","98105",NULL,NULL
"72","Seattle","seattle","WA","98154",NULL,NULL
"73","Seattle","seattle","WA","98122",NULL,NULL
"74","Seattle","seattle","WA","98121",NULL,NULL
"75","Seattle","seattle","WA","98126",NULL,NULL
"76","Seattle","seattle","WA","98125",NULL,NULL
"77","Seattle","seattle","WA","98178",NULL,NULL
"78","Seattle","seattle","WA","98174",NULL,NULL
"79","Seattle","seattle","WA","98177",NULL,NULL
"80","Seattle","seattle","WA","98144",NULL,NULL
"81","Seattle","seattle","WA","98146",NULL,NULL
"82","Seattle","seattle","WA","98195",NULL,NULL
"83","Seattle","seattle","WA","98199",NULL,NULL
"84","Seattle","seattle","WA","98118",NULL,NULL
"85","Seattle","seattle","WA","98119",NULL,NULL
"86","Seattle","seattle","WA","98116",NULL,NULL
"87","Seattle","seattle","WA","98117",NULL,NULL
"88","Seattle","seattle","WA","98115",NULL,NULL
"89","Seattle","seattle","WA","98112",NULL,NULL
"90","Seattle","seattle","WA","98164",NULL,NULL
"91","Seattle","seattle","WA","98134",NULL,NULL
"92","Seattle","seattle","WA","98136",NULL,NULL
"93","Seattle","seattle","WA","98133",NULL,NULL
"94","Seattle","seattle","WA","98111",NULL,NULL
"95","Seattle","seattle","WA","98113",NULL,NULL
"96","Seattle","seattle","WA","98114",NULL,NULL
"97","Seattle","seattle","WA","98124",NULL,NULL
"98","Seattle","seattle","WA","98127",NULL,NULL
"99","Seattle","seattle","WA","98129",NULL,NULL
"100","Seattle","seattle","WA","98139",NULL,NULL
"101","Seattle","seattle","WA","98141",NULL,NULL
"102","Seattle","seattle","WA","98145",NULL,NULL
"103","Seattle","seattle","WA","98161",NULL,NULL
"104","Seattle","seattle","WA","98165",NULL,NULL
"105","Seattle","seattle","WA","98170",NULL,NULL
"106","Seattle","seattle","WA","98175",NULL,NULL
"107","Seattle","seattle","WA","98181",NULL,NULL
"108","Seattle","seattle","WA","98185",NULL,NULL
"109","Seattle","seattle","WA","98191",NULL,NULL
"110","Seattle","seattle","WA","98194",NULL,NULL
"111","Onalaska","onalaska","WA","98570",NULL,NULL
"112","George","george","WA","98848",NULL,NULL
"113","George","george","WA","98824",NULL,NULL
"114","Index","index","WA","98256",NULL,NULL
"115","Winchester","winchester","WA","98848",NULL,NULL
"116","Chelatchie","chelatchie","WA","98601",NULL,NULL
"117","Allentown","allentown","WA","98178",NULL,NULL
"118","Novelty","novelty","WA","98019",NULL,NULL
"119","Rosalia","rosalia","WA","99170",NULL,NULL
"120","Richmond Beach","richmond-beach","WA","98177",NULL,NULL
"121","Lakota","lakota","WA","98023",NULL,NULL
"122","Liberty Lake","liberty-lake","WA","99019",NULL,NULL
"123","Liberty Lake","liberty-lake","WA","99016",NULL,NULL
"124","Airway Heights","airway-heights","WA","99224",NULL,NULL
"125","Airway Heights","airway-heights","WA","99001",NULL,NULL
"126","Reardan","reardan","WA","99029",NULL,NULL
"127","Silvana","silvana","WA","98292",NULL,NULL
"128","Brier","brier","WA","98036",NULL,NULL
"129","Robe","robe","WA","98252",NULL,NULL
"130","Elk Plain","elk-plain","WA","98387",NULL,NULL
"131","Elk Plain","elk-plain","WA","98338",NULL,NULL
"132","Port Townsend","port-townsend","WA","98368",NULL,NULL
"133","Ocean City","ocean-city","WA","98569",NULL,NULL
"134","Boulevard Park","boulevard-park","WA","98108",NULL,NULL
"135","Boulevard Park","boulevard-park","WA","98168",NULL,NULL
"136","Newhalem","newhalem","WA","98283",NULL,NULL
"137","Ford","ford","WA","99013",NULL,NULL
"138","Waterville","waterville","WA","98858",NULL,NULL
"139","Quinault","quinault","WA","98575",NULL,NULL
"140","Humptulips","humptulips","WA","98552",NULL,NULL
"141","Hamilton","hamilton","WA","98255",NULL,NULL
"142","Hamilton","hamilton","WA","98284",NULL,NULL
"143","Oak Harbor","oak-harbor","WA","98277",NULL,NULL
"144","Naches","naches","WA","98937",NULL,NULL
"145","Anacortes","anacortes","WA","98221",NULL,NULL
"146","Kettle Falls","kettle-falls","WA","99141",NULL,NULL
"147","Walnut Grove","walnut-grove","WA","98665",NULL,NULL
"148","Walnut Grove","walnut-grove","WA","98661",NULL,NULL
"149","Walnut Grove","walnut-grove","WA","98662",NULL,NULL
"150","Salkum","salkum","WA","98582",NULL,NULL
"151","Cunningham","cunningham","WA","99344",NULL,NULL
"152","Irby","irby","WA","99159",NULL,NULL
"153","Electric City","electric-city","WA","99123",NULL,NULL
"154","Electric City","electric-city","WA","99133",NULL,NULL
"155","Burbank","burbank","WA","99323",NULL,NULL
"156","Silver Lake","silver-lake","WA","98645",NULL,NULL
"157","Dash Point","dash-point","WA","98422",NULL,NULL
"158","Woods Creek","woods-creek","WA","98272",NULL,NULL
"159","McKenna","mckenna","WA","98580",NULL,NULL
"160","McKenna","mckenna","WA","98558",NULL,NULL
"161","Island View","island-view","WA","99352",NULL,NULL
"162","Kalama","kalama","WA","98625",NULL,NULL
"163","Grandview","grandview","WA","98935",NULL,NULL
"164","Grandview","grandview","WA","98930",NULL,NULL
"165","Winthrop","winthrop","WA","98862",NULL,NULL
"166","Maltby","maltby","WA","98021",NULL,NULL
"167","Maltby","maltby","WA","98296",NULL,NULL
"168","Maltby","maltby","WA","98072",NULL,NULL
"169","Maltby","maltby","WA","98077",NULL,NULL
"170","Spangle","spangle","WA","99031",NULL,NULL
"171","Blanchard","blanchard","WA","98232",NULL,NULL
"172","Artondale","artondale","WA","98335",NULL,NULL
"173","May Creek","may-creek","WA","98251",NULL,NULL
"174","Home","home","WA","98349",NULL,NULL
"175","Vashon","vashon","WA","98070",NULL,NULL
"176","Vashon","vashon","WA","98013",NULL,NULL
"177","Snoqualmie Falls","snoqualmie-falls","WA","98065",NULL,NULL
"178","Laurier","laurier","WA","99146",NULL,NULL
"179","Quincy","quincy","WA","98848",NULL,NULL
"180","Lake McMurray","lake-mcmurray","WA","98274",NULL,NULL
"181","Martha Lake","martha-lake","WA","98087",NULL,NULL
"182","Martha Lake","martha-lake","WA","98012",NULL,NULL
"183","Martha Lake","martha-lake","WA","98208",NULL,NULL
"184","Ariel","ariel","WA","98603",NULL,NULL
"185","Loon Lake","loon-lake","WA","99148",NULL,NULL
"186","Thornton","thornton","WA","99176",NULL,NULL
"187","Starbuck","starbuck","WA","99359",NULL,NULL
"188","Mirrormont","mirrormont","WA","98027",NULL,NULL
"189","Kelso","kelso","WA","98626",NULL,NULL
"190","Kelso","kelso","WA","98632",NULL,NULL
"191","Meadowdale","meadowdale","WA","98026",NULL,NULL
"192","Cottage Lake","cottage-lake","WA","98072",NULL,NULL
"193","Cottage Lake","cottage-lake","WA","98077",NULL,NULL
"194","Cheney","cheney","WA","99004",NULL,NULL
"195","Woodway","woodway","WA","98020",NULL,NULL
"196","Lacey","lacey","WA","98503",NULL,NULL
"197","Lacey","lacey","WA","98516",NULL,NULL
"198","Lacey","lacey","WA","98509",NULL,NULL
"199","Harrah","harrah","WA","98933",NULL,NULL
"200","Allyn","allyn","WA","98524",NULL,NULL
"201","South Bend","south-bend","WA","98586",NULL,NULL
"202","South Bend","south-bend","WA","98577",NULL,NULL
"203","Barstow","barstow","WA","99141",NULL,NULL
"204","Tiger","tiger","WA","99119",NULL,NULL
"205","Warden","warden","WA","98857",NULL,NULL
"206","Junction City","junction-city","WA","98520",NULL,NULL
"207","Blyn","blyn","WA","98382",NULL,NULL
"208","Lakebay","lakebay","WA","98349",NULL,NULL
"209","Tahuya","tahuya","WA","98588",NULL,NULL
"210","Selah","selah","WA","98942",NULL,NULL
"211","Kitsap Lake","kitsap-lake","WA","98312",NULL,NULL
"212","Sultan","sultan","WA","98294",NULL,NULL
"213","Plain","plain","WA","98826",NULL,NULL
"214","Tanner","tanner","WA","98045",NULL,NULL
"215","Edmonds","edmonds","WA","98026",NULL,NULL
"216","Edmonds","edmonds","WA","98020",NULL,NULL
"217","North Hill","north-hill","WA","98198",NULL,NULL
"218","Zillah","zillah","WA","98953",NULL,NULL
"219","Monse","monse","WA","98812",NULL,NULL
"220","Lake Forest Park","lake-forest-park","WA","98155",NULL,NULL
"221","Marlin","marlin","WA","98832",NULL,NULL
"222","Chinook","chinook","WA","98624",NULL,NULL
"223","Chinook","chinook","WA","98614",NULL,NULL
"224","Albion","albion","WA","99163",NULL,NULL
"225","Albion","albion","WA","99102",NULL,NULL
"226","Skykomish","skykomish","WA","98288",NULL,NULL
"227","Yakima","yakima","WA","98901",NULL,NULL
"228","Yakima","yakima","WA","98903",NULL,NULL
"229","Yakima","yakima","WA","98902",NULL,NULL
"230","Yakima","yakima","WA","98908",NULL,NULL
"231","Yakima","yakima","WA","98904",NULL,NULL
"232","Yakima","yakima","WA","98907",NULL,NULL
"233","Pacific","pacific","WA","98001",NULL,NULL
"234","Pacific","pacific","WA","98047",NULL,NULL
"235","Wishram","wishram","WA","98673",NULL,NULL
"236","Cascade Valley","cascade-valley","WA","98837",NULL,NULL
"237","Cathcart","cathcart","WA","98296",NULL,NULL
"238","Brush Prairie","brush-prairie","WA","98606",NULL,NULL
"239","Brush Prairie","brush-prairie","WA","98662",NULL,NULL
"240","Amboy","amboy","WA","98601",NULL,NULL
"241","Amboy","amboy","WA","98675",NULL,NULL
"242","Centerville","centerville","WA","98613",NULL,NULL
"243","Verlot","verlot","WA","98252",NULL,NULL
"244","Alstown","alstown","WA","98858",NULL,NULL
"245","Synarep","synarep","WA","98849",NULL,NULL
"246","Annapolis","annapolis","WA","98366",NULL,NULL
"247","Port Gamble","port-gamble","WA","98370",NULL,NULL
"248","Eatonville","eatonville","WA","98328",NULL,NULL
"249","Similk Beach","similk-beach","WA","98221",NULL,NULL
"250","Cougar","cougar","WA","98616",NULL,NULL
"251","Eglon","eglon","WA","98346",NULL,NULL
"252","Paterson","paterson","WA","99350",NULL,NULL
"253","Tenino","tenino","WA","98589",NULL,NULL
"254","Minnehaha","minnehaha","WA","98661",NULL,NULL
"255","Raymond","raymond","WA","98577",NULL,NULL
"256","Alger","alger","WA","98229",NULL,NULL
"257","Alger","alger","WA","98233",NULL,NULL
"258","Alger","alger","WA","98232",NULL,NULL
"259","Alger","alger","WA","98284",NULL,NULL
"260","Roy","roy","WA","98580",NULL,NULL
"261","Snoqualmie","snoqualmie","WA","98065",NULL,NULL
"262","Fragaria","fragaria","WA","98359",NULL,NULL
"263","Green Bluff","green-bluff","WA","99021",NULL,NULL
"264","Green Bluff","green-bluff","WA","99005",NULL,NULL
"265","Woodmont Beach","woodmont-beach","WA","98198",NULL,NULL
"266","Frances","frances","WA","98577",NULL,NULL
"267","Lynden","lynden","WA","98264",NULL,NULL
"268","Clayton","clayton","WA","99110",NULL,NULL
"269","Everson","everson","WA","98247",NULL,NULL
"270","White Swan","white-swan","WA","98952",NULL,NULL
"271","Camano","camano","WA","98282",NULL,NULL
"272","Cedar Grove","cedar-grove","WA","98038",NULL,NULL
"273","Winton","winton","WA","98826",NULL,NULL
"274","East Olympia","east-olympia","WA","98501",NULL,NULL
"275","Sunset Beach","sunset-beach","WA","98466",NULL,NULL
"276","Belfair","belfair","WA","98528",NULL,NULL
"277","Oso","oso","WA","98223",NULL,NULL
"278","Federal Way","federal-way","WA","98023",NULL,NULL
"279","Federal Way","federal-way","WA","98001",NULL,NULL
"280","Federal Way","federal-way","WA","98003",NULL,NULL
"281","Federal Way","federal-way","WA","98063",NULL,NULL
"282","Federal Way","federal-way","WA","98093",NULL,NULL
"283","Scandia","scandia","WA","98370",NULL,NULL
"284","Quilcene","quilcene","WA","98376",NULL,NULL
"285","Covada","covada","WA","99138",NULL,NULL
"286","Hartline","hartline","WA","99135",NULL,NULL
"287","Juanita","juanita","WA","98033",NULL,NULL
"288","Molson","molson","WA","98844",NULL,NULL
"289","Daisy","daisy","WA","99167",NULL,NULL
"290","Sumas","sumas","WA","98295",NULL,NULL
"291","Mill Creek","mill-creek","WA","98012",NULL,NULL
"292","Mill Creek","mill-creek","WA","98082",NULL,NULL
"293","Lakewood","lakewood","WA","98498",NULL,NULL
"294","Lakewood","lakewood","WA","98499",NULL,NULL
"295","Lakewood","lakewood","WA","98496",NULL,NULL
"296","Lakewood","lakewood","WA","98497",NULL,NULL
"297","Venersborg","venersborg","WA","98604",NULL,NULL
"298","Port Angeles","port-angeles","WA","98362",NULL,NULL
"299","Port Angeles","port-angeles","WA","98363",NULL,NULL
"300","Fairmont","fairmont","WA","98204",NULL,NULL
"301","Wapato","wapato","WA","98951",NULL,NULL
"302","East Port Orchard","east-port-orchard","WA","98366",NULL,NULL
"303","North Omak","north-omak","WA","98841",NULL,NULL
"304","East Farms","east-farms","WA","99025",NULL,NULL
"305","Eschbach","eschbach","WA","98908",NULL,NULL
"306","Chattaroy","chattaroy","WA","99003",NULL,NULL
"307","Inchelium","inchelium","WA","99138",NULL,NULL
"308","Maxwelton","maxwelton","WA","98236",NULL,NULL
"309","White Center","white-center","WA","98106",NULL,NULL
"310","White Center","white-center","WA","98146",NULL,NULL
"311","White Center","white-center","WA","98168",NULL,NULL
"312","Medical Lake","medical-lake","WA","99022",NULL,NULL
"313","Lyman","lyman","WA","98263",NULL,NULL
"314","Lyman","lyman","WA","98284",NULL,NULL
"315","Arlington","arlington","WA","98223",NULL,NULL
"316","Ruston","ruston","WA","98407",NULL,NULL
"317","McCleary","mccleary","WA","98557",NULL,NULL
"318","Sammamish","sammamish","WA","98075",NULL,NULL
"319","Sammamish","sammamish","WA","98074",NULL,NULL
"320","Covington","covington","WA","98042",NULL,NULL
"321","McMillin","mcmillin","WA","98360",NULL,NULL
"322","McMillin","mcmillin","WA","98374",NULL,NULL
"323","La Grande","la-grande","WA","98328",NULL,NULL
"324","Cromwell","cromwell","WA","98335",NULL,NULL
"325","Berrydale","berrydale","WA","98042",NULL,NULL
"326","Wenatchee","wenatchee","WA","98801",NULL,NULL
"327","Urban","urban","WA","98221",NULL,NULL
"328","Maplewood","maplewood","WA","98332",NULL,NULL
"329","Marys Corner","marys-corner","WA","98532",NULL,NULL
"330","Mattawa","mattawa","WA","99349",NULL,NULL
"331","Cove","cove","WA","98070",NULL,NULL
"332","Chico","chico","WA","98312",NULL,NULL
"333","Chico","chico","WA","98383",NULL,NULL
"334","Maple Falls","maple-falls","WA","98244",NULL,NULL
"335","Colvos","colvos","WA","98070",NULL,NULL
"336","Ames Lake","ames-lake","WA","98014",NULL,NULL
"337","Ames Lake","ames-lake","WA","98053",NULL,NULL
"338","Ellisforde","ellisforde","WA","98855",NULL,NULL
"339","Pine Lake","pine-lake","WA","98075",NULL,NULL
"340","Tampico","tampico","WA","98903",NULL,NULL
"341","Colton","colton","WA","99113",NULL,NULL
"342","Usk","usk","WA","99180",NULL,NULL
"343","Cle Elum","cle-elum","WA","98943",NULL,NULL
"344","Cle Elum","cle-elum","WA","98922",NULL,NULL
"345","Omak","omak","WA","98841",NULL,NULL
"346","Harrington","harrington","WA","99134",NULL,NULL
"347","Sedro-Woolley","sedro-woolley","WA","98284",NULL,NULL
"348","Cherry Grove","cherry-grove","WA","98604",NULL,NULL
"349","La Push","la-push","WA","98350",NULL,NULL
"350","Lake Ketchum","lake-ketchum","WA","98292",NULL,NULL
"351","Arletta","arletta","WA","98335",NULL,NULL
"352","Opportunity","opportunity","WA","99206",NULL,NULL
"353","Glenoma","glenoma","WA","98336",NULL,NULL
"354","Curlew","curlew","WA","99118",NULL,NULL
"355","Midland","midland","WA","98404",NULL,NULL
"356","Midland","midland","WA","98445",NULL,NULL
"357","Adna","adna","WA","98532",NULL,NULL
"358","Roslyn","roslyn","WA","98941",NULL,NULL
"359","Roslyn","roslyn","WA","98068",NULL,NULL
"360","Roslyn","roslyn","WA","98925",NULL,NULL
"361","Deer Park","deer-park","WA","99006",NULL,NULL
"362","Tracyton","tracyton","WA","98310",NULL,NULL
"363","Tracyton","tracyton","WA","98311",NULL,NULL
"364","Hunts Point","hunts-point","WA","98004",NULL,NULL
"365","Koontzville","koontzville","WA","99116",NULL,NULL
"366","Fruitland","fruitland","WA","99129",NULL,NULL
"367","Chewelah","chewelah","WA","99109",NULL,NULL
"368","Mohler","mohler","WA","99134",NULL,NULL
"369","East Renton Highlands","east-renton-highlands","WA","98027",NULL,NULL
"370","East Renton Highlands","east-renton-highlands","WA","98059",NULL,NULL
"371","East Renton Highlands","east-renton-highlands","WA","98038",NULL,NULL
"372","Sunnyside","sunnyside","WA","98944",NULL,NULL
"373","Long Lake","long-lake","WA","99013",NULL,NULL
"374","Wauna","wauna","WA","98329",NULL,NULL
"375","Liberty","liberty","WA","98922",NULL,NULL
"376","Normandy Park","normandy-park","WA","98166",NULL,NULL
"377","Parkwood","parkwood","WA","98366",NULL,NULL
"378","Jamestown","jamestown","WA","98382",NULL,NULL
"379","Forks","forks","WA","98331",NULL,NULL
"380","Wallula","wallula","WA","99363",NULL,NULL
"381","SeaTac","seatac","WA","98158",NULL,NULL
"382","SeaTac","seatac","WA","98148",NULL,NULL
"383","SeaTac","seatac","WA","98198",NULL,NULL
"384","SeaTac","seatac","WA","98168",NULL,NULL
"385","SeaTac","seatac","WA","98188",NULL,NULL
"386","SeaTac","seatac","WA","98131",NULL,NULL
"387","Royal City","royal-city","WA","99357",NULL,NULL
"388","Beaux Arts Village","beaux-arts-village","WA","98004",NULL,NULL
"389","Steilacoom","steilacoom","WA","98388",NULL,NULL
"390","Northport","northport","WA","99157",NULL,NULL
"391","Eldon","eldon","WA","98555",NULL,NULL
"392","Ridgefield","ridgefield","WA","98642",NULL,NULL
"393","Ryderwood","ryderwood","WA","98581",NULL,NULL
"394","Manchester","manchester","WA","98366",NULL,NULL
"395","Vashon Heights","vashon-heights","WA","98070",NULL,NULL
"396","Salmon Creek","salmon-creek","WA","98686",NULL,NULL
"397","Salmon Creek","salmon-creek","WA","98685",NULL,NULL
"398","Vantage","vantage","WA","98950",NULL,NULL
"399","Creston","creston","WA","99117",NULL,NULL
"400","Soap Lake","soap-lake","WA","98851",NULL,NULL
"401","Silver Firs","silver-firs","WA","98296",NULL,NULL
"402","Silver Firs","silver-firs","WA","98012",NULL,NULL
"403","Silver Firs","silver-firs","WA","98208",NULL,NULL
"404","Plaza","plaza","WA","99170",NULL,NULL
"405","Machias","machias","WA","98258",NULL,NULL
"406","Machias","machias","WA","98290",NULL,NULL
"407","Neah Bay","neah-bay","WA","98357",NULL,NULL
"408","Malo","malo","WA","99150",NULL,NULL
"409","Clyde Hill","clyde-hill","WA","98004",NULL,NULL
"410","Keyport","keyport","WA","98345",NULL,NULL
"411","North Yelm","north-yelm","WA","98597",NULL,NULL
"412","Grand Coulee","grand-coulee","WA","99133",NULL,NULL
"413","Outlook","outlook","WA","98938",NULL,NULL
"414","Clinton","clinton","WA","98236",NULL,NULL
"415","Evans","evans","WA","99126",NULL,NULL
"416","Browns Point","browns-point","WA","98422",NULL,NULL
"417","Kennewick","kennewick","WA","99337",NULL,NULL
"418","Kennewick","kennewick","WA","99336",NULL,NULL
"419","Kennewick","kennewick","WA","99338",NULL,NULL
"420","North Marysville","north-marysville","WA","98223",NULL,NULL
"421","North Marysville","north-marysville","WA","98271",NULL,NULL
"422","Beaver Valley","beaver-valley","WA","98365",NULL,NULL
"423","Ahtanum","ahtanum","WA","98903",NULL,NULL
"424","Ahtanum","ahtanum","WA","98908",NULL,NULL
"425","Ahtanum","ahtanum","WA","98909",NULL,NULL
"426","Carbonado","carbonado","WA","98396",NULL,NULL
"427","Carbonado","carbonado","WA","98323",NULL,NULL
"428","Hyak","hyak","WA","98068",NULL,NULL
"429","Arlington Heights","arlington-heights","WA","98223",NULL,NULL
"430","North Sultan","north-sultan","WA","98294",NULL,NULL
"431","Pullman","pullman","WA","99164",NULL,NULL
"432","Pullman","pullman","WA","99163",NULL,NULL
"433","Longview","longview","WA","98632",NULL,NULL
"434","Adelaide","adelaide","WA","98023",NULL,NULL
"435","Peaceful Valley","peaceful-valley","WA","98295",NULL,NULL
"436","Peaceful Valley","peaceful-valley","WA","98244",NULL,NULL
"437","Peaceful Valley","peaceful-valley","WA","98266",NULL,NULL
"438","West Richland","west-richland","WA","99320",NULL,NULL
"439","West Richland","west-richland","WA","99353",NULL,NULL
"440","Fife Heights","fife-heights","WA","98422",NULL,NULL
"441","Fife Heights","fife-heights","WA","98424",NULL,NULL
"442","Manson","manson","WA","98831",NULL,NULL
"443","Sprague","sprague","WA","99032",NULL,NULL
"444","Cosmopolis","cosmopolis","WA","98520",NULL,NULL
"445","Cosmopolis","cosmopolis","WA","98563",NULL,NULL
"446","Cosmopolis","cosmopolis","WA","98537",NULL,NULL
"447","Redondo","redondo","WA","98198",NULL,NULL
"448","Waller","waller","WA","98404",NULL,NULL
"449","Waller","waller","WA","98371",NULL,NULL
"450","Waller","waller","WA","98443",NULL,NULL
"451","Addy","addy","WA","99101",NULL,NULL
"452","Matlock","matlock","WA","98541",NULL,NULL
"453","Longbranch","longbranch","WA","98349",NULL,NULL
"454","Longbranch","longbranch","WA","98351",NULL,NULL
"455","North Bonneville","north-bonneville","WA","98648",NULL,NULL
"456","North Bonneville","north-bonneville","WA","98639",NULL,NULL
"457","Pomeroy","pomeroy","WA","99347",NULL,NULL
"458","Colville","colville","WA","99114",NULL,NULL
"459","Palmer","palmer","WA","98051",NULL,NULL
"460","Skyway","skyway","WA","98178",NULL,NULL
"461","Medina","medina","WA","98039",NULL,NULL
"462","Algona","algona","WA","98001",NULL,NULL
"463","Algona","algona","WA","98047",NULL,NULL
"464","Nine Mile Falls","nine-mile-falls","WA","99026",NULL,NULL
"465","Black Diamond","black-diamond","WA","98010",NULL,NULL
"466","Gold Bar","gold-bar","WA","98251",NULL,NULL
"467","Mesa","mesa","WA","99326",NULL,NULL
"468","Mesa","mesa","WA","99343",NULL,NULL
"469","Cavalero Corner","cavalero-corner","WA","98205",NULL,NULL
"470","Lilliwaup","lilliwaup","WA","98555",NULL,NULL
"471","La Conner","la-conner","WA","98257",NULL,NULL
"472","Sheridan Beach","sheridan-beach","WA","98155",NULL,NULL
"473","Lincoln","lincoln","WA","99147",NULL,NULL
"474","Markham","markham","WA","98520",NULL,NULL
"475","Eltopia","eltopia","WA","99330",NULL,NULL
"476","Stevenson","stevenson","WA","98648",NULL,NULL
"477","Greenwater","greenwater","WA","98022",NULL,NULL
"478","Copalis Beach","copalis-beach","WA","98535",NULL,NULL
"479","Copalis Beach","copalis-beach","WA","98536",NULL,NULL
"480","Roosevelt","roosevelt","WA","98290",NULL,NULL
"481","La Crosse","la-crosse","WA","99143",NULL,NULL
"482","Summit","summit","WA","98373",NULL,NULL
"483","Summit","summit","WA","98371",NULL,NULL
"484","Summit","summit","WA","98446",NULL,NULL
"485","Ohop","ohop","WA","98360",NULL,NULL
"486","Malden","malden","WA","99149",NULL,NULL
"487","Beverly","beverly","WA","99321",NULL,NULL
"488","Prosser","prosser","WA","99350",NULL,NULL
"489","Lake Roesiger","lake-roesiger","WA","98290",NULL,NULL
"490","Fern Prairie","fern-prairie","WA","98607",NULL,NULL
"491","Maple Valley","maple-valley","WA","98038",NULL,NULL
"492","Gifford","gifford","WA","99131",NULL,NULL
"493","Auburn","auburn","WA","98001",NULL,NULL
"494","Auburn","auburn","WA","98002",NULL,NULL
"495","Auburn","auburn","WA","98092",NULL,NULL
"496","Burton","burton","WA","98070",NULL,NULL
"497","Burlington","burlington","WA","98233",NULL,NULL
"498","Carrolls","carrolls","WA","98626",NULL,NULL
"499","Bayne","bayne","WA","98022",NULL,NULL
"500","East Cathlamet","east-cathlamet","WA","98612",NULL,NULL
"501","Purdy","purdy","WA","98332",NULL,NULL
"502","Kapowsin","kapowsin","WA","98360",NULL,NULL
"503","Kapowsin","kapowsin","WA","98338",NULL,NULL
"504","Kapowsin","kapowsin","WA","98344",NULL,NULL
"505","Ketron","ketron","WA","98388",NULL,NULL
"506","Connell","connell","WA","99326",NULL,NULL
"507","Shore Acres","shore-acres","WA","98335",NULL,NULL
